Date,Pressure,Temperature,Tpot (K),Tdew (degC),Humidity,VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Anomaly
2012-08-29 14:10:00,990.9,27.5,301.45,12.25,38.82,36.77,14.27,22.49,9.01,14.4,1141.86,3.35,7.69,241.9,True
2012-08-29 14:20:00,990.86,27.38,301.33,11.98,38.42,36.51,14.03,22.48,8.85,14.16,1142.37,4.84,6.7,216.7,True
2012-08-29 14:30:00,990.8,27.08,301.03,11.9,38.89,35.88,13.95,21.92,8.81,14.08,1143.48,4.8,7.32,214.2,True
2012-08-29 14:40:00,990.73,27.17,301.13,11.96,38.85,36.07,14.01,22.05,8.84,14.14,1143.03,4.02,6.16,204.7,True
2012-08-29 14:50:00,990.64,27.23,301.2,11.92,38.61,36.19,13.97,22.22,8.82,14.11,1142.71,4.29,7.52,212.7,True
2012-08-29 15:00:00,990.55,27.27,301.25,12.05,38.83,36.28,14.09,22.19,8.89,14.22,1142.41,2.86,5.32,223.7,True
2012-08-29 15:10:00,990.53,27.25,301.23,12.11,39.04,36.23,14.15,22.09,8.93,14.28,1142.43,2.61,5.48,230.6,True
2012-08-29 15:20:00,990.45,27.24,301.23,12.16,39.18,36.21,14.19,22.02,8.96,14.33,1142.36,3.38,5.16,214.1,True
2012-08-29 15:30:00,990.44,27.12,301.11,12.27,39.75,35.96,14.29,21.67,9.03,14.43,1142.76,2.72,4.5,242.0,True
2012-08-29 15:40:00,990.42,26.91,300.9,12.47,40.78,35.52,14.48,21.03,9.15,14.63,1143.45,2.47,4.6,251.5,True
2012-08-29 15:50:00,990.33,26.85,300.84,12.48,40.94,35.39,14.49,20.9,9.15,14.63,1143.57,1.78,3.48,256.0,True
2012-08-29 16:00:00,990.34,26.78,300.77,12.6,41.45,35.25,14.61,20.64,9.23,14.75,1143.8,1.35,2.2,238.3,True
2012-08-29 16:10:00,990.34,26.67,300.66,12.67,41.92,35.02,14.68,20.34,9.27,14.82,1144.19,1.62,2.76,238.6,True
2012-08-29 16:20:00,990.33,26.6,300.59,12.47,41.53,34.88,14.49,20.39,9.15,14.63,1144.53,1.35,2.32,235.8,True
2012-08-29 16:30:00,990.2,26.65,300.66,12.46,41.39,34.98,14.48,20.5,9.15,14.62,1144.19,0.69,1.08,259.4,True
2012-08-29 16:40:00,990.11,27.05,301.06,12.67,40.99,35.81,14.68,21.13,9.27,14.83,1142.47,0.56,1.1,263.0,True
2012-08-29 16:50:00,990.09,28.04,302.06,12.88,39.22,37.94,14.88,23.06,9.4,15.03,1138.61,0.76,1.32,241.5,True
2012-08-29 17:00:00,989.98,27.87,301.9,13.0,39.91,37.57,14.99,22.58,9.48,15.15,1139.07,1.07,1.8,23.92,True
2012-08-29 17:10:00,989.91,27.74,301.77,12.83,39.77,37.29,14.83,22.46,9.37,14.98,1139.56,1.03,2.4,31.08,True
2012-08-29 17:20:00,989.84,27.41,301.45,12.71,40.23,36.58,14.71,21.86,9.3,14.87,1140.78,1.61,2.34,43.62,True
2012-08-29 17:30:00,989.81,27.3,301.34,12.68,40.42,36.34,14.69,21.65,9.28,14.84,1141.17,1.22,1.96,43.97,True
2012-08-29 17:40:00,989.71,27.24,301.29,13.08,41.63,36.21,15.08,21.14,9.53,15.23,1141.11,1.77,2.56,29.44,True
2012-08-29 17:50:00,989.65,26.66,300.71,13.35,43.85,35.0,15.35,19.65,9.7,15.51,1143.13,2.15,3.0,20.64,True
2012-09-09 12:10:00,991.2,26.3,300.22,14.07,46.92,34.27,16.08,18.19,10.15,16.22,1145.99,3.51,5.8,176.2,True
2012-09-09 12:20:00,991.05,26.4,300.33,13.92,46.21,34.47,15.93,18.54,10.06,16.07,1145.5,3.26,5.1,143.5,True
2012-09-09 12:30:00,990.95,26.3,300.24,13.99,46.7,34.27,16.0,18.26,10.11,16.15,1145.73,2.95,5.2,104.3,True
2012-09-09 12:40:00,990.89,26.39,300.34,13.98,46.42,34.45,15.99,18.46,10.1,16.14,1145.32,2.13,3.28,87.1,True
2012-09-09 12:50:00,990.79,26.51,300.46,13.94,45.95,34.69,15.94,18.75,10.07,16.09,1144.77,2.78,4.72,126.5,True
2012-09-09 13:00:00,990.7,26.86,300.82,14.06,45.38,35.42,16.07,19.34,10.15,16.22,1143.27,2.55,4.52,158.4,True
2012-09-09 13:10:00,990.65,27.12,301.09,14.12,44.87,35.96,16.14,19.82,10.19,16.29,1142.19,2.52,4.28,144.5,True
2012-09-09 13:20:00,990.52,26.96,300.94,13.91,44.67,35.62,15.91,19.71,10.05,16.07,1142.75,2.05,4.6,91.8,True
2012-09-09 13:30:00,990.35,27.32,301.31,14.06,44.16,36.38,16.07,20.32,10.15,16.22,1141.12,1.92,5.0,158.6,True
2012-09-09 13:40:00,990.2,27.42,301.43,14.1,44.03,36.6,16.11,20.48,10.18,16.27,1140.54,1.62,3.84,89.9,True
2012-09-09 13:50:00,990.09,27.62,301.64,14.13,43.59,37.03,16.14,20.89,10.2,16.3,1139.65,1.8,4.4,119.3,True
2012-09-09 14:00:00,989.92,27.75,301.78,14.15,43.32,37.31,16.16,21.15,10.22,16.33,1138.95,1.56,3.74,99.8,True
2012-09-09 14:10:00,989.82,27.91,301.95,14.06,42.68,37.66,16.07,21.59,10.16,16.24,1138.26,2.08,4.4,130.6,True
2012-09-09 14:20:00,989.72,28.15,302.2,13.8,41.39,38.19,15.81,22.38,9.99,15.97,1137.36,1.53,3.16,135.8,True
2012-09-09 14:30:00,989.61,28.19,302.25,13.78,41.22,38.28,15.78,22.5,9.98,15.94,1137.09,3.07,6.24,158.2,True
2012-09-09 14:40:00,989.51,28.22,302.29,13.41,40.19,38.34,15.41,22.93,9.74,15.57,1137.03,2.95,5.38,166.7,True
2012-09-09 14:50:00,989.42,28.38,302.46,13.25,39.39,38.7,15.24,23.46,9.64,15.41,1136.39,2.52,4.04,158.2,True
2012-09-09 15:00:00,989.31,28.45,302.54,13.0,38.59,38.86,15.0,23.86,9.48,15.16,1136.11,2.22,3.52,168.3,True
2012-09-09 15:10:00,989.19,28.46,302.56,13.07,38.75,38.88,15.07,23.81,9.53,15.23,1135.9,1.5,2.72,186.0,True
2012-09-09 15:20:00,989.12,28.77,302.88,13.12,38.18,39.59,15.11,24.47,9.56,15.28,1134.63,1.69,4.76,165.7,True
2012-09-09 15:30:00,988.99,28.71,302.83,13.08,38.22,39.45,15.08,24.37,9.54,15.24,1134.72,2.52,5.64,188.7,True
2012-09-09 15:40:00,988.81,28.46,302.59,12.74,37.92,38.88,14.74,24.14,9.33,14.91,1135.6,2.23,4.64,168.0,True
2012-09-09 15:50:00,988.68,28.41,302.55,12.45,37.32,38.77,14.47,24.3,9.15,14.63,1135.76,2.93,4.8,140.3,True
2012-09-09 16:00:00,988.61,28.58,302.73,12.43,36.9,39.15,14.45,24.71,9.14,14.61,1135.05,2.02,4.28,171.5,True
2012-09-09 16:10:00,988.5,28.73,302.89,12.16,35.93,39.49,14.19,25.3,8.98,14.36,1134.47,2.41,4.32,139.2,True
2012-09-09 16:20:00,988.43,28.68,302.85,12.1,35.9,39.38,14.14,25.24,8.94,14.3,1134.6,2.54,3.98,151.6,True
2012-09-09 16:30:00,988.42,28.64,302.81,11.81,35.31,39.29,13.87,25.42,8.78,14.04,1134.86,2.49,4.44,157.0,True
2012-09-09 16:40:00,988.36,28.63,302.8,11.44,34.47,39.27,13.53,25.73,8.56,13.69,1134.97,2.44,4.24,173.1,True
2012-09-09 16:50:00,988.32,28.55,302.73,11.2,34.08,39.08,13.32,25.76,8.43,13.48,1135.32,2.48,4.36,153.7,True
2012-09-09 17:00:00,988.29,28.36,302.54,11.62,35.43,38.66,13.7,24.96,8.67,13.86,1135.84,2.89,4.48,174.2,True
2012-09-09 17:10:00,988.2,28.02,302.2,12.04,37.16,37.9,14.08,23.82,8.91,14.25,1136.85,2.77,4.16,191.4,True
2012-09-09 17:20:00,988.17,27.9,302.09,11.99,37.3,37.64,14.04,23.6,8.88,14.21,1137.28,2.55,3.86,186.4,True
2012-09-09 17:30:00,988.09,27.84,302.03,12.07,37.62,37.5,14.11,23.4,8.93,14.28,1137.39,1.95,2.6,186.0,True
2012-09-09 17:40:00,988.03,27.69,301.89,12.18,38.23,37.18,14.21,22.96,9.0,14.39,1137.84,2.31,4.36,183.2,True
2012-09-09 17:50:00,987.92,27.44,301.65,12.28,39.04,36.64,14.3,22.34,9.06,14.48,1138.62,2.58,3.96,185.4,True
2012-09-09 18:00:00,987.83,27.12,301.33,12.29,39.81,35.96,14.32,21.64,9.06,14.49,1139.72,1.5,2.38,192.3,True
2012-09-09 18:10:00,987.81,26.85,301.06,12.37,40.65,35.39,14.39,21.01,9.11,14.57,1140.69,1.64,2.68,201.9,True
2012-09-09 18:20:00,987.77,26.71,300.93,12.44,41.19,35.1,14.46,20.65,9.16,14.64,1141.15,1.9,2.48,207.3,True
2012-09-09 18:30:00,987.82,26.66,300.87,12.45,41.33,35.0,14.47,20.54,9.16,14.64,1141.39,1.81,2.56,213.2,True
2012-09-09 18:40:00,987.78,26.53,300.75,12.46,41.68,34.74,14.48,20.26,9.17,14.66,1141.84,1.94,2.56,218.5,True
2012-09-10 10:30:00,989.27,26.51,300.6,13.92,45.89,34.69,15.92,18.77,10.07,16.09,1143.01,2.74,4.16,140.5,True
2012-09-10 10:40:00,989.16,27.48,301.58,11.1,36.02,36.73,13.23,23.5,8.36,13.37,1140.37,3.18,5.12,202.5,True
2012-09-10 10:50:00,989.07,28.33,302.44,9.85,31.54,38.59,12.17,26.42,7.69,12.31,1137.52,4.43,7.2,219.8,True
2012-09-10 11:00:00,988.99,28.28,302.4,9.48,30.86,38.48,11.87,26.6,7.5,12.01,1137.74,5.41,9.65,212.9,True
2012-09-10 11:10:00,989.0,28.69,302.81,9.56,30.3,39.4,11.94,27.46,7.54,12.07,1136.18,3.59,7.28,225.1,True
2012-09-10 11:20:00,988.95,28.89,303.01,9.48,29.79,39.86,11.87,27.99,7.5,12.01,1135.4,4.07,6.02,240.4,True
2012-09-10 11:30:00,988.86,28.92,303.05,9.32,29.41,39.93,11.74,28.19,7.42,11.88,1135.24,4.4,8.33,246.8,True
2012-09-10 11:40:00,988.82,29.02,303.15,8.69,28.02,40.16,11.25,28.91,7.11,11.38,1135.03,5.3,8.35,235.7,True
2012-09-10 11:50:00,988.72,29.03,303.17,8.49,27.63,40.18,11.1,29.08,7.01,11.23,1134.94,4.17,7.12,209.6,True
2012-09-10 12:00:00,988.73,29.13,303.27,8.78,28.01,40.42,11.32,29.1,7.15,11.45,1134.49,4.83,7.92,208.6,True
2012-09-10 12:10:00,988.76,29.16,303.3,9.53,29.43,40.49,11.92,28.57,7.53,12.05,1134.15,3.44,6.04,239.5,True
2012-09-10 12:20:00,988.7,29.51,303.66,8.55,26.98,41.31,11.15,30.17,7.04,11.27,1133.1,4.67,8.16,216.7,True
2012-09-10 12:30:00,988.71,29.28,303.42,8.01,26.36,40.77,10.75,30.02,6.79,10.87,1134.15,5.82,8.77,204.3,True
2012-09-10 12:40:00,988.82,29.46,303.59,8.0,26.06,41.19,10.73,30.46,6.78,10.86,1133.61,4.3,6.12,238.3,True
2012-09-10 12:50:00,988.72,29.61,303.75,7.69,25.31,41.55,10.52,31.03,6.64,10.64,1133.03,3.64,6.52,228.1,True
2012-09-10 13:00:00,988.63,29.69,303.84,7.85,25.46,41.74,10.63,31.11,6.71,10.75,1132.57,5.27,9.41,207.3,True
2012-09-10 13:10:00,988.71,29.36,303.5,7.7,25.69,40.96,10.52,30.43,6.65,10.64,1133.95,5.59,8.64,215.2,True
2012-09-10 13:20:00,988.68,29.26,303.41,7.99,26.35,40.72,10.73,29.99,6.78,10.85,1134.2,4.33,7.32,231.8,True
2012-09-10 13:30:00,988.56,29.69,303.85,8.36,26.37,41.74,11.01,30.73,6.96,11.13,1132.33,3.03,7.56,197.0,True
2012-09-10 13:40:00,988.49,29.7,303.86,8.56,26.71,41.77,11.16,30.61,7.05,11.29,1132.15,3.67,5.64,218.8,True
2012-09-10 13:50:00,988.42,29.71,303.88,8.41,26.43,41.79,11.04,30.74,6.98,11.17,1132.08,4.67,8.72,229.2,True
2012-09-10 14:00:00,988.49,29.75,303.91,8.09,25.79,41.89,10.8,31.08,6.83,10.93,1132.11,4.37,7.24,240.0,True
2012-09-10 14:10:00,988.46,29.69,303.86,8.9,27.35,41.74,11.42,30.33,7.22,11.55,1132.04,3.91,5.84,248.6,True
2012-09-10 14:20:00,988.37,29.84,304.02,8.9,27.11,42.1,11.41,30.69,7.21,11.55,1131.37,3.02,5.68,254.3,True
2012-09-10 14:30:00,988.33,29.9,304.08,9.36,27.87,42.25,11.77,30.47,7.44,11.91,1130.95,3.63,9.6,245.9,True
2012-09-10 14:40:00,988.31,29.76,303.94,8.91,27.26,41.91,11.42,30.49,7.22,11.56,1131.6,5.35,7.88,218.3,True
2012-09-10 14:50:00,988.31,29.69,303.87,8.27,26.21,41.74,10.94,30.8,6.91,11.07,1132.07,4.44,6.4,216.7,True
2012-09-10 15:00:00,988.24,29.6,303.79,8.54,26.83,41.53,11.14,30.38,7.04,11.27,1132.24,5.68,8.44,211.1,True
2012-09-10 15:10:00,988.21,29.25,303.44,8.81,27.88,40.7,11.35,29.35,7.17,11.48,1133.43,3.92,6.24,227.0,True
2012-09-10 15:20:00,988.17,29.29,303.48,9.52,29.19,40.79,11.91,28.88,7.53,12.05,1132.98,4.62,6.54,213.9,True
2012-09-10 15:30:00,988.17,28.97,303.16,9.51,29.71,40.05,11.9,28.15,7.52,12.04,1134.19,3.79,6.6,205.6,True
2012-09-10 15:40:00,988.22,29.15,303.34,9.56,29.5,40.46,11.94,28.53,7.55,12.08,1133.55,2.75,5.72,225.4,True
2012-09-10 15:50:00,988.19,29.11,303.3,9.54,29.52,40.37,11.92,28.45,7.54,12.06,1133.68,2.71,5.96,223.1,True
2012-09-10 16:00:00,988.17,29.5,303.69,9.75,29.28,41.29,12.09,29.2,7.64,12.23,1132.12,2.49,4.16,209.7,True
2012-09-10 16:10:00,988.19,29.4,303.59,9.65,29.25,41.05,12.01,29.04,7.59,12.15,1132.55,3.01,4.44,240.4,True
2012-09-10 16:20:00,988.17,29.16,303.35,9.8,29.96,40.49,12.13,28.36,7.67,12.28,1133.38,1.9,3.62,244.3,True
2012-09-10 16:30:00,988.16,28.98,303.17,9.61,29.88,40.07,11.97,28.1,7.57,12.12,1134.11,3.18,5.32,236.6,True
2012-09-10 16:40:00,988.18,28.84,303.03,9.86,30.64,39.75,12.18,27.57,7.7,12.32,1134.57,3.03,5.62,227.6,True
2012-09-10 16:50:00,988.17,28.85,303.04,10.01,30.94,39.77,12.3,27.46,7.78,12.45,1134.46,3.53,5.6,218.7,True
2012-09-10 17:00:00,988.19,28.84,303.03,9.94,30.8,39.75,12.24,27.5,7.74,12.39,1134.55,3.98,6.9,204.8,True
2012-09-10 17:10:00,988.22,28.75,302.93,9.99,31.08,39.54,12.29,27.25,7.77,12.44,1134.9,3.88,5.8,210.7,True
2012-09-10 17:20:00,988.22,28.69,302.87,10.11,31.43,39.4,12.38,27.02,7.83,12.53,1135.09,2.25,3.96,222.6,True
2012-09-10 17:30:00,988.18,28.59,302.78,10.27,31.95,39.18,12.52,26.66,7.92,12.67,1135.36,1.75,3.08,209.7,True
2012-09-10 17:40:00,988.09,28.54,302.74,10.3,32.12,39.06,12.55,26.52,7.94,12.7,1135.43,2.36,4.28,222.3,True
2012-09-10 17:50:00,988.07,28.28,302.48,10.21,32.41,38.48,12.47,26.01,7.89,12.62,1136.42,1.96,2.6,230.1,True
2012-09-10 18:00:00,988.09,27.96,302.15,10.24,33.07,37.77,12.49,25.28,7.9,12.64,1137.64,1.74,2.52,225.4,True
2012-09-10 18:10:00,988.13,27.77,301.96,10.22,33.4,37.35,12.48,24.88,7.89,12.63,1138.41,2.05,2.48,239.5,True
2012-09-10 18:20:00,988.22,27.61,301.79,10.0,33.22,37.01,12.29,24.71,7.77,12.44,1139.2,1.98,2.56,254.4,True
2012-09-10 18:30:00,988.24,27.25,301.43,9.44,32.67,36.23,11.84,24.4,7.48,11.98,1140.79,1.31,2.0,258.7,True
2012-09-10 18:40:00,988.26,26.83,301.0,8.93,32.36,35.35,11.44,23.91,7.23,11.58,1142.59,0.95,1.36,243.2,True
2013-06-13 15:50:00,987.28,26.38,300.64,15.2,50.26,34.43,17.3,17.13,10.97,17.53,1140.58,4.48,7.73,187.0,True
2013-06-13 16:00:00,987.13,26.53,300.8,15.0,49.16,34.74,17.08,17.66,10.83,17.3,1139.94,4.11,6.4,194.0,True
2013-06-13 16:10:00,987.0,26.83,301.11,15.0,48.3,35.35,17.08,18.28,10.83,17.3,1138.65,3.63,7.44,206.5,True
2013-06-13 16:20:00,986.92,26.74,301.03,14.43,46.81,35.17,16.46,18.71,10.44,16.68,1139.17,6.04,8.77,206.1,True
2013-06-13 16:30:00,986.84,26.67,300.97,14.23,46.39,35.02,16.25,18.78,10.3,16.46,1139.43,5.12,7.0,219.7,True
2013-06-13 16:40:00,986.74,26.79,301.1,14.56,47.06,35.27,16.6,18.67,10.53,16.82,1138.71,3.79,7.04,214.9,True
2013-06-13 16:50:00,986.59,27.11,301.43,14.79,46.88,35.94,16.85,19.09,10.69,17.08,1137.21,2.97,4.64,212.8,True
2013-06-13 17:00:00,986.43,27.26,301.6,15.03,47.19,36.26,17.11,19.15,10.86,17.34,1136.34,4.29,6.93,204.4,True
2013-06-13 17:10:00,986.24,27.26,301.61,15.21,47.76,36.26,17.32,18.94,10.99,17.56,1136.03,3.9,6.54,184.9,True
2013-06-13 17:20:00,986.08,26.92,301.29,15.12,48.42,35.54,17.21,18.33,10.93,17.45,1137.18,4.67,6.52,194.3,True
2013-06-13 17:50:00,985.79,26.3,300.69,15.18,50.42,34.27,17.28,16.99,10.97,17.53,1139.17,3.11,4.44,181.5,True
2013-06-13 18:00:00,985.64,26.66,301.06,15.33,49.84,35.0,17.44,17.56,11.08,17.7,1137.55,2.96,4.76,177.2,True
2013-06-13 18:10:00,985.5,26.74,301.16,15.17,49.09,35.17,17.26,17.9,10.97,17.52,1137.16,3.76,5.76,181.2,True
2013-06-13 18:20:00,985.45,26.39,300.81,15.26,50.41,34.45,17.37,17.08,11.03,17.62,1138.39,2.79,4.4,193.3,True
2013-06-18 10:00:00,989.11,26.7,300.8,18.54,60.95,35.08,21.38,13.7,13.56,21.62,1139.7,1.78,4.24,151.1,True
2013-06-18 10:10:00,989.1,26.63,300.73,18.33,60.4,34.94,21.1,13.84,13.38,21.34,1140.08,2.78,4.4,26.7,True
2013-06-18 10:20:00,989.12,26.58,300.68,18.27,60.36,34.84,21.03,13.81,13.33,21.26,1140.32,3.61,5.96,19.67,True
2013-06-18 10:30:00,989.26,26.47,300.56,18.4,61.26,34.61,21.2,13.41,13.44,21.43,1140.83,2.42,4.88,25.82,True
2013-06-18 10:40:00,989.32,26.65,300.73,18.32,60.29,34.98,21.09,13.89,13.37,21.32,1140.26,3.94,5.52,39.65,True
2013-06-18 10:50:00,989.33,26.42,300.5,18.32,61.13,34.51,21.1,13.41,13.37,21.32,1141.15,4.02,5.58,27.68,True
2013-06-18 11:00:00,989.25,26.43,300.52,18.48,61.69,34.53,21.3,13.23,13.5,21.53,1140.93,3.44,4.76,24.52,True
2013-06-18 11:10:00,989.22,26.48,300.57,18.68,62.29,34.63,21.57,13.06,13.68,21.81,1140.58,3.55,5.04,35.87,True
2013-06-18 11:20:00,989.29,26.58,300.66,18.79,62.34,34.84,21.72,13.12,13.77,21.95,1140.22,3.59,5.32,23.47,True
2013-06-18 11:30:00,989.46,26.73,300.8,19.02,62.68,35.15,22.03,13.12,13.97,22.26,1139.71,2.83,5.62,31.47,True
2013-06-18 11:40:00,989.54,27.01,301.07,19.3,62.78,35.73,22.43,13.3,14.22,22.67,1138.56,2.59,4.28,23.7,True
2013-06-18 11:50:00,989.6,27.07,301.13,19.49,63.27,35.85,22.69,13.17,14.38,22.92,1138.29,2.6,3.68,22.92,True
2013-06-18 12:00:00,989.6,27.22,301.28,19.36,62.23,36.17,22.51,13.66,14.27,22.75,1137.8,2.74,5.46,36.46,True
2013-06-18 12:10:00,989.65,27.37,301.43,19.44,61.98,36.49,22.62,13.87,14.34,22.85,1137.24,2.39,4.12,11.48,True
2013-06-18 12:20:00,989.75,27.43,301.48,19.55,62.19,36.62,22.77,13.85,14.44,23.01,1137.06,2.75,4.3,29.73,True
2013-06-18 12:30:00,989.73,27.28,301.33,19.36,62.0,36.3,22.5,13.79,14.27,22.74,1137.73,2.67,4.4,25.49,True
2013-06-18 12:40:00,989.69,27.78,301.83,19.86,62.13,37.37,23.22,14.15,14.72,23.46,1135.48,1.72,3.62,26.91,True
2013-06-18 12:50:00,989.6,27.87,301.93,20.12,62.8,37.57,23.59,13.98,14.96,23.84,1134.87,3.27,4.32,41.82,True
2013-06-18 13:00:00,989.65,27.96,302.02,20.01,62.06,37.77,23.44,14.33,14.86,23.68,1134.66,2.49,3.96,57.23,True
2013-06-18 13:10:00,989.72,28.21,302.26,20.0,61.11,38.32,23.42,14.9,14.85,23.66,1133.81,2.5,4.12,64.34,True
2013-06-18 13:20:00,989.72,28.35,302.4,20.02,60.68,38.63,23.44,15.19,14.87,23.69,1133.27,2.58,3.72,65.31,True
2013-06-18 13:30:00,989.64,28.5,302.56,20.0,60.08,38.97,23.41,15.56,14.85,23.66,1132.62,2.73,4.0,46.35,True
2013-06-18 13:40:00,989.62,28.65,302.71,20.14,60.11,39.31,23.63,15.68,14.99,23.88,1131.94,2.42,4.28,59.08,True
2013-06-18 13:50:00,989.65,28.89,302.95,20.17,59.39,39.86,23.67,16.19,15.01,23.92,1131.06,2.58,4.0,54.6,True
2013-06-18 14:00:00,989.61,28.89,302.95,20.26,59.7,39.86,23.8,16.06,15.09,24.05,1130.96,3.15,4.4,38.94,True
2013-06-18 14:10:00,989.61,29.13,303.19,20.41,59.44,40.42,24.02,16.39,15.24,24.28,1129.96,2.79,4.72,43.24,True
2013-06-18 14:20:00,989.59,29.21,303.28,20.28,58.67,40.6,23.82,16.78,15.11,24.07,1129.73,3.24,5.12,42.87,True
2013-06-18 14:30:00,989.58,29.4,303.47,20.51,58.87,41.05,24.17,16.88,15.33,24.42,1128.86,2.19,4.6,50.35,True
2013-06-18 14:40:00,989.59,29.61,303.68,20.5,58.15,41.55,24.16,17.39,15.33,24.42,1128.09,2.23,3.76,16.33,True
2013-06-18 14:50:00,989.54,29.69,303.76,20.71,58.61,41.74,24.46,17.28,15.52,24.72,1127.6,2.51,4.52,30.96,True
2013-06-18 15:00:00,989.46,29.66,303.74,20.69,58.64,41.67,24.44,17.23,15.51,24.7,1127.63,2.41,4.04,29.57,True
2013-06-18 15:10:00,989.4,29.76,303.84,20.52,57.69,41.91,24.18,17.73,15.34,24.44,1127.31,2.54,3.76,29.75,True
2013-06-18 15:20:00,989.41,29.75,303.83,20.47,57.57,41.89,24.11,17.77,15.3,24.37,1127.38,2.82,5.04,24.36,True
2013-06-18 15:30:00,989.44,29.74,303.82,20.41,57.37,41.86,24.02,17.85,15.24,24.27,1127.5,2.03,3.68,16.4,True
2013-06-18 15:40:00,989.39,29.85,303.94,20.27,56.54,42.13,23.82,18.31,15.11,24.07,1127.11,3.01,4.04,23.93,True
2013-06-18 15:50:00,989.26,29.8,303.9,20.27,56.69,42.01,23.81,18.19,15.11,24.07,1127.15,2.95,5.04,28.18,True
2013-06-18 16:00:00,989.36,29.9,303.99,20.3,56.46,42.25,23.85,18.39,15.13,24.11,1126.88,1.86,3.38,354.3,True
2013-06-18 16:10:00,989.46,29.58,303.66,20.36,57.72,41.48,23.94,17.54,15.19,24.2,1128.15,1.77,3.58,22.33,True
2013-06-18 16:20:00,989.59,29.25,303.32,20.19,58.23,40.7,23.7,17.0,15.03,23.95,1129.63,1.25,2.76,17.59,True
2013-06-18 16:30:00,989.64,29.1,303.16,20.39,59.48,40.35,24.0,16.35,15.22,24.25,1130.12,1.45,2.72,24.09,True
2013-06-18 16:40:00,989.58,28.98,303.05,20.45,60.09,40.07,24.08,15.99,15.27,24.33,1130.47,0.78,1.68,18.09,True
2013-06-18 16:50:00,989.57,28.83,302.9,20.69,61.54,39.72,24.45,15.28,15.51,24.7,1130.86,1.67,2.96,24.68,True
2013-06-18 17:00:00,989.49,28.7,302.77,20.79,62.37,39.43,24.59,14.84,15.6,24.85,1131.19,2.59,4.16,32.41,True
2013-06-18 17:10:00,989.47,28.59,302.66,20.73,62.53,39.18,24.5,14.68,15.54,24.76,1131.62,2.97,4.8,40.39,True
2013-06-18 17:20:00,989.4,28.66,302.74,20.8,62.55,39.33,24.6,14.73,15.61,24.87,1131.23,3.37,5.04,44.65,True
2013-06-18 17:30:00,989.39,28.83,302.91,21.07,62.97,39.72,25.01,14.71,15.88,25.28,1130.4,2.94,4.84,47.86,True
2013-06-18 17:40:00,989.48,28.79,302.86,21.11,63.27,39.63,25.07,14.56,15.91,25.34,1130.63,3.8,4.76,44.44,True
2013-06-18 17:50:00,989.59,28.65,302.71,21.22,64.22,39.31,25.25,14.07,16.02,25.51,1131.2,2.89,4.56,38.28,True
2013-06-18 18:00:00,989.61,28.63,302.69,21.39,64.99,39.27,25.52,13.75,16.2,25.79,1131.18,2.25,3.4,52.15,True
2013-06-18 18:10:00,989.66,28.63,302.69,21.24,64.39,39.27,25.28,13.98,16.05,25.55,1131.34,2.29,3.16,78.8,True
2013-06-18 18:20:00,989.71,28.73,302.78,21.09,63.43,39.49,25.05,14.44,15.9,25.31,1131.13,1.87,3.16,85.4,True
2013-06-18 18:30:00,989.73,28.71,302.76,20.92,62.82,39.45,24.78,14.67,15.72,25.04,1131.34,2.15,2.92,69.24,True
2013-06-18 18:40:00,989.72,28.7,302.75,20.6,61.64,39.43,24.3,15.12,15.42,24.55,1131.58,2.5,3.6,66.73,True
2013-06-18 18:50:00,989.71,28.66,302.71,20.62,61.87,39.33,24.34,15.0,15.44,24.59,1131.7,1.95,3.4,62.81,True
2013-06-18 19:00:00,989.68,28.46,302.52,20.83,63.39,38.88,24.65,14.23,15.64,24.9,1132.28,1.33,2.7,66.53,True
2013-06-18 19:10:00,989.69,28.13,302.18,20.99,65.28,38.14,24.9,13.24,15.8,25.16,1133.42,1.35,2.44,66.68,True
2013-06-18 19:20:00,989.71,27.82,301.87,21.03,66.61,37.46,24.95,12.51,15.83,25.21,1134.59,1.64,2.64,76.7,True
2013-06-18 19:30:00,989.65,27.55,301.61,21.14,68.15,36.88,25.13,11.74,15.95,25.39,1135.46,1.49,2.16,69.87,True
2013-06-18 19:40:00,989.6,27.33,301.39,21.25,69.49,36.4,25.3,11.11,16.06,25.56,1136.16,1.75,2.44,56.92,True
2013-06-18 19:50:00,989.7,27.1,301.15,21.2,70.2,35.92,25.21,10.7,16.0,25.48,1137.19,1.55,2.0,19.28,True
2013-06-18 20:00:00,989.78,26.98,301.02,21.22,70.8,35.67,25.25,10.41,16.02,25.51,1137.72,0.94,1.44,27.95,True
2013-06-18 20:10:00,989.85,26.79,300.83,21.31,72.0,35.27,25.39,9.88,16.11,25.66,1138.46,0.87,1.56,17.87,True
2013-06-18 20:20:00,989.88,26.52,300.55,21.28,73.0,34.71,25.34,9.37,16.08,25.6,1139.54,1.13,1.64,13.75,True
2013-06-19 08:40:00,989.19,26.72,300.81,21.13,71.5,35.13,25.11,10.01,15.95,25.39,1138.08,0.88,1.88,166.2,True
2013-06-19 08:50:00,989.16,27.03,301.13,21.08,69.98,35.77,25.03,10.74,15.89,25.31,1136.9,0.62,1.58,210.3,True
